caseid,birthyr,gender4,race,educ,region,ideo5,religpew,faminc_new,pid3,327a,327b,327d,330a,330b,330c,331a,331b,331d,332a,332b,332c,332d,332e,332f,332g,333a,333b,333c,333d,334a,334b,334c,334d,334e,334f,334g,334h,355a,355e
1251663221,C,A,C,E,B,E,B,M,B,B,A,A,A,B,A,A,A,A,A,B,A,B,A,B,B,B,A,B,B,B,B,A,B,B,B,B,A,B,B
1238243581,B,B,C,D,B,B,K,D,A,A,A,A,B,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A
1237496469,D,B,A,B,B,C,K,G,C,B,A,A,A,B,B,B,A,B,A,B,B,A,B,B,A,B,B,B,A,A,A,B,B,A,A,A,A,B,B
1237400221,D,B,A,F,D,B,A,M,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1241223831,D,B,A,F,A,A,I,L,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1243040969,A,B,A,B,B,B,A,C,C,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,A,B,A,A,A,A,A,B
1238213287,C,A,A,C,C,D,B,G,B,B,A,A,B,A,B,B,A,A,A,B,A,A,B,B,A,A,A,A,A,B,A,A,B,B,B,B,B,B,A
1239036425,B,A,A,E,D,E,K,E,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,A,B,B,B,B,A,A,A,A,B,A,A,B,A,B,B
1244247807,D,B,A,F,B,A,J,E,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1239074803,B,B,A,C,D,C,A,D,C,B,A,B,A,B,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,B,A,A,B,A,B,A,B,B,B
1242737915,B,A,A,E,B,E,A,E,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B
1239084619,B,B,C,E,C,C,B,G,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1236869757,A,B,A,B,B,C,B,D,A,A,A,B,B,A,B,A,A,A,A,A,B,B,A,B,B,A,A,A,A,B,A,A,B,A,A,B,B,A,A
1242691107,D,A,A,F,A,A,I,M,A,A,A,A,A,A,B,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1241137387,D,A,A,D,A,E,C,I,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,A,B,B
1242478497,C,B,D,E,C,C,G,E,C,A,A,A,B,A,B,A,A,A,A,A,B,B,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A
1238963495,D,C,A,E,D,B,K,H,C,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1254980963,B,A,A,B,A,C,K,L,C,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,A,B,B
1239394771,B,B,A,B,A,E,B,C,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,A,B,B,B,B,B
1239755995,A,A,B,C,B,A,K,B,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
1236869821,A,B,A,B,B,E,A,H,B,B,A,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,B,A,B,B
1241045633,C,A,A,C,D,E,A,N,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1246699243,B,A,A,C,B,D,A,H,C,B,A,A,A,B,B,A,A,A,B,A,A,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B
1235513775,B,A,A,D,D,A,I,C,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1238386939,D,A,A,B,C,A,J,E,C,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,B
1239082799,B,B,A,B,B,C,K,F,C,A,A,B,B,A,B,A,A,A,A,A,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A
1240378945,B,A,A,D,C,D,B,I,C,B,A,A,A,B,B,A,A,A,A,B,A,B,A,B,B,A,A,A,B,B,A,A,B,A,A,B,A,B,B
1236091409,B,B,A,B,B,C,B,E,C,A,A,A,A,A,B,A,A,B,B,A,A,A,A,B,B,A,B,A,A,A,A,A,B,A,A,B,A,A,B
1238989007,C,B,A,C,C,B,I,F,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1242548217,B,B,B,B,B,C,L,E,A,A,A,B,B,A,A,A,A,A,A,B,A,B,A,B,B,A,A,B,A,B,A,B,B,A,A,A,A,B,A
1250208113,C,A,B,E,C,B,I,K,A,A,A,A,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B
1238963923,D,B,A,F,C,B,K,N,A,A,A,A,B,A,B,B,B,B,A,A,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1236953533,D,B,A,E,C,D,C,K,C,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,B,A,A,B,B
1235380119,B,A,A,E,A,C,B,J,B,A,A,B,B,A,B,A,A,A,B,A,A,A,A,B,B,B,A,B,B,A,B,A,B,B,B,B,A,B,B
1246972517,C,A,A,D,B,C,L,F,C,B,A,A,A,B,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,B,A,A,A,B,B,B
1237905129,C,B,B,D,C,B,A,I,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A
1240378915,B,A,A,F,D,C,B,H,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,A,A,B,A,B,A,A,A,B,B
1246578519,B,B,A,F,A,B,K,F,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,B,B,A,A,A,B,B,A,A,A,A,A,B
1236637653,B,B,A,B,A,B,B,H,A,A,A,B,B,A,B,A,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,B,A,B,A,A,A,B
1232515479,C,A,A,E,B,B,I,E,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1259827027,C,A,F,D,C,B,K,E,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1242618121,B,A,A,E,C,C,A,K,C,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B
1242453649,B,A,A,E,C,D,K,M,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1237466339,C,B,B,C,C,C,A,B,A,A,A,A,B,A,B,B,A,B,A,B,A,A,A,B,A,B,A,A,B,B,A,A,B,A,A,A,A,A,B
1239677451,B,B,A,B,C,D,A,F,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,B,A,A,A,B,A,B,B
1232911389,B,A,A,E,D,D,D,K,B,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B
1242410337,C,A,A,C,C,E,A,H,C,B,A,A,B,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,B,A,B,A,B,B
1240490921,D,A,A,E,B,C,K,J,C,B,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1239149707,B,B,A,B,A,C,B,C,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,B,A,B,B,B,B,A,A,B,A,A,B,A,A,B
1235798823,B,A,A,B,C,C,J,B,C,B,A,A,A,B,A,B,A,A,A,B,B,B,B,B,B,B,A,B,B,A,A,A,B,A,B,B,B,A,B
1238768079,B,B,D,F,D,C,L,M,C,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A
1235540119,C,A,A,C,C,E,A,K,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,B,B,A,B,A,B,B
1238731215,D,B,C,E,A,B,B,D,A,A,A,B,B,A,B,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1246280145,C,A,A,B,C,C,J,G,C,A,A,A,A,A,B,B,A,A,B,A,A,B,B,B,B,B,A,B,B,B,A,A,B,A,A,B,B,B,B
1242571973,B,A,A,C,D,A,K,N,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A
1242998575,D,B,A,E,A,A,K,K,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1246311051,D,B,B,E,A,B,A,L,A,A,A,B,A,A,B,B,A,B,A,B,B,A,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B
1242699597,B,B,A,E,D,B,G,E,A,A,A,A,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1237914349,B,A,G,B,D,D,E,I,C,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,A,A,A,A,B,B
1238391387,B,A,A,C,C,D,B,I,B,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1238882015,B,B,A,A,A,C,E,B,A,B,A,B,B,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,B,A,A,B
1241067923,D,A,D,F,C,C,K,K,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,B,A,A,A,A,A,B,A,B,B,A,A,B,A,A,A
1236953303,A,B,A,B,B,E,A,D,B,B,A,B,B,A,B,A,A,A,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,B,B,B,B,A
1240350073,C,A,A,E,A,C,B,D,A,A,A,A,A,A,A,B,A,A,B,A,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
1239007509,C,A,H,E,D,B,K,I,D,B,B,A,A,B,A,B,B,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,A,A,B,B
1239077727,D,B,F,C,B,C,I,E,A,A,A,A,B,A,B,A,A,B,A,B,B,A,B,B,A,A,B,A,B,B,A,B,B,A,A,A,B,B,B
1236784113,B,B,A,B,C,B,J,I,A,A,A,A,B,A,B,A,A,B,A,A,B,B,A,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1236687645,D,B,F,D,D,C,J,F,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,B,A,A,A,A,A,B,B,B,A,A,A,A,B
1238133645,B,B,A,B,C,C,K,D,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,B
1237454755,C,B,C,B,C,C,A,C,B,A,A,B,B,A,B,A,A,B,A,A,A,A,A,B,B,A,A,A,B,A,A,A,B,A,A,A,A,B,A
1237909387,B,B,D,E,C,E,B,K,B,A,A,B,A,A,B,B,A,A,B,B,A,A,A,A,B,A,A,A,B,A,A,A,B,A,A,B,A,B,B
1239162935,D,B,D,E,B,C,H,P,A,A,A,B,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,B,B,B,A,A,A,B,A,B
1236634413,B,B,A,B,C,A,J,B,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,B,A,A,A,B,B,A,A,A,A,A,B
1236811849,A,B,A,B,B,C,B,C,C,B,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,B,B,B,A,A,A,A,B,B,B,B,B,A,A
1242623201,C,A,A,C,A,C,A,J,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,A,A,A,A,A,B,A,B,B,B,B,B,A,A,B
1237165843,B,A,A,B,A,D,B,H,A,A,A,B,B,A,B,B,A,A,A,B,B,B,B,B,A,A,B,A,B,A,A,A,B,A,A,B,B,B,B
1235778331,B,A,A,B,B,D,I,E,B,B,A,A,A,B,A,B,A,A,B,A,A,B,B,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B
1234860911,B,A,A,E,C,E,B,O,C,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,A,A,A,B,B
1241923633,B,A,A,F,A,C,B,D,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A
1236891731,B,B,A,B,A,D,K,C,B,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,A,B,B,A,B,B
1246259647,B,A,C,B,D,C,L,B,C,B,A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,B,B,B,A,B,A,A,B,B,A,B,A,B,B
1237522867,B,A,A,B,B,C,B,D,C,A,A,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,B,B,A,A,B,A,A,B,A,B,B
1241741697,D,B,B,F,D,A,A,K,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1242299897,D,A,C,B,A,D,A,I,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1239768375,C,A,G,E,D,E,A,F,D,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1239276723,D,A,A,C,D,A,I,J,A,A,A,A,B,A,B,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1253305355,C,A,A,D,C,C,K,K,C,B,A,A,A,B,A,B,A,A,A,A,B,B,B,B,A,B,B,A,B,A,A,B,B,B,A,A,A,A,B
1241181463,B,A,A,C,B,C,A,E,B,A,A,A,B,A,B,A,A,A,B,A,A,B,A,B,B,A,B,A,B,A,A,B,B,A,A,B,A,B,B
1257248407,C,B,C,F,C,B,B,L,A,B,A,B,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B,A,A,B,A,B,B,A,A,B,A,A,B
1240305505,D,A,A,E,C,A,J,F,C,A,A,A,A,B,A,A,B,B,B,A,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1239462115,B,A,C,B,C,C,B,H,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1243021563,B,B,A,E,D,D,K,I,B,B,B,B,A,B,A,B,A,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,B,B,B,B,B
1249716339,B,B,B,D,B,C,B,L,A,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,B,B,A,A,A
1239490365,B,B,A,B,C,E,A,G,C,A,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,B,B,A,A,B,A,A,B,A,B,A
1234925119,B,A,A,E,B,C,B,I,C,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A
1241018247,B,A,A,E,C,E,A,I,D,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,B
1236505375,C,B,G,C,B,C,K,L,C,A,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B
1255849171,A,A,F,E,B,D,A,H,B,B,B,B,A,A,B,B,A,A,A,A,B,A,A,B,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B
1238173555,D,B,B,F,C,C,A,G,C,A,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1236892551,D,B,A,E,C,D,K,I,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,A,B
1236920797,A,B,A,B,A,C,E,F,A,B,A,B,B,A,B,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B
1247688355,B,B,E,B,D,D,L,I,B,B,B,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,B,A,B,B,B,B
1239526687,D,B,A,B,C,D,J,G,B,A,A,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,B,B,B,A,A,B,B,B,B,B,B,A,B
1243801543,C,B,A,F,D,B,E,N,A,B,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,B,B,A,B,A,B,A,A,A
1239706545,C,B,F,F,B,A,G,B,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1242823185,C,A,A,B,B,C,K,E,C,B,A,A,A,A,B,A,B,A,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,A,A,B,B
1236663943,B,B,A,B,B,E,A,E,B,B,B,B,A,B,B,B,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B
1242717615,D,A,C,F,C,B,J,E,A,A,A,B,B,A,B,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1243246119,D,A,A,E,D,C,J,N,C,A,A,A,B,A,B,B,A,B,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,A,A,A,A,B
1237533877,B,B,A,B,C,C,A,H,B,B,A,A,A,A,B,A,A,A,A,B,A,B,B,B,B,A,A,B,B,A,A,A,B,A,A,B,A,A,B
1232850853,C,B,B,F,C,C,L,J,C,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1236842001,B,B,A,B,A,D,B,E,B,B,A,B,B,A,B,B,A,A,B,A,A,A,A,B,B,A,A,B,B,B,A,A,B,A,A,A,A,B,B
1239144039,B,A,A,B,B,C,K,B,B,A,A,B,A,A,B,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1238966881,B,A,A,D,C,E,L,D,B,A,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,B,A,A,B,A,B,B
1238953225,D,B,A,F,B,B,J,L,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A
1234556435,D,B,C,E,D,C,B,H,A,A,A,B,B,A,B,A,B,B,A,A,A,A,A,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A
1237847419,B,B,A,B,C,D,I,B,C,B,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B
1237798321,B,A,A,B,B,C,L,G,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,A,B,B,A,A,A,A,B,A,A,B,A,A,A
1236951671,B,A,A,E,A,B,B,N,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1237905863,D,A,A,E,C,A,K,J,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1255812851,B,A,A,E,A,E,B,E,D,A,A,B,A,B,A,B,A,A,A,A,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,A,B,B,B
1236803987,C,B,A,D,C,E,B,L,B,B,A,B,A,B,A,B,A,A,B,A,B,A,A,B,B,B,B,B,A,A,A,A,B,A,B,B,A,B,B
1235638689,D,A,D,E,A,A,I,O,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1239899431,D,A,A,E,C,E,A,O,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B
1241068801,B,A,A,D,C,A,A,D,A,B,A,B,B,A,B,A,A,B,A,A,A,B,B,B,A,A,A,B,A,A,A,B,A,A,A,B,A,A,A
1237025077,C,B,B,F,C,C,B,A,A,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,B,B
1237123957,D,A,D,E,B,B,G,J,A,A,A,A,B,A,B,B,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,B,A,B,A,A,B
1238968093,B,A,A,C,A,B,J,F,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,A,B,A,B,B,A,A,B
1237372577,B,B,A,B,C,A,I,K,A,B,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1237463945,B,B,A,B,C,C,A,B,A,B,A,A,B,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1238577737,E,A,F,F,A,A,L,K,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1256015627,D,A,A,E,B,C,J,A,C,A,A,A,A,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,B,B,A,A,A,A,B
1238815993,C,A,A,E,B,B,J,M,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1237906511,B,A,G,C,C,B,K,L,D,B,B,A,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B
1236952855,B,B,A,B,D,C,A,K,C,B,A,A,A,B,B,A,A,A,B,B,B,A,B,B,A,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1237498131,B,A,A,E,C,C,I,F,C,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,A,B
1238999907,C,A,A,E,D,C,K,M,C,A,A,A,A,A,B,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1235566113,A,A,A,B,A,B,B,F,A,A,A,A,B,A,B,A,A,B,A,A,B,B,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,A,B
1237074607,B,B,A,B,A,E,A,C,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,A,A,B,B,B,A,A,B,A,B,B,A,B,B
1236783431,B,B,A,B,C,E,A,C,B,B,A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B
1245041537,D,A,B,C,A,C,K,M,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,A,A,B,A,A,A,A,B,A,A,B,A,A,B
1236842565,B,A,A,B,B,D,K,F,C,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B
1249694251,D,B,A,F,D,B,K,K,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,A,A,B
1239675025,D,B,F,F,C,A,J,J,C,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1246417117,B,A,A,F,C,A,G,I,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A
1239199781,D,B,B,E,C,C,A,I,C,A,A,B,B,A,B,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1238025165,D,A,A,C,A,C,A,I,D,A,A,A,A,A,A,B,A,A,A,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,B
1236813935,B,B,A,B,B,B,J,F,A,A,A,A,B,A,B,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1239526161,B,A,A,C,A,A,I,J,A,A,A,A,A,A,B,B,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
1245903535,C,B,B,D,D,B,A,F,A,A,A,B,B,A,A,B,A,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,A,A,B,A,A,A
1234687571,B,B,A,B,B,D,A,C,B,B,A,A,A,B,B,A,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,A,A,A,A,B,B
1243945803,B,B,A,C,C,E,E,K,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,A,B,A,A,A,B,A,B,B,B,B,B
1238618343,C,A,A,B,B,A,K,F,A,A,A,B,A,A,B,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B
1245732755,D,B,A,F,D,B,I,M,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1235346483,B,A,A,E,D,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A
1255812747,B,A,A,F,B,B,B,I,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,A,A,B
1251663445,C,B,C,E,C,B,J,J,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1238800161,C,B,A,B,B,C,K,D,C,A,A,A,A,B,B,B,A,A,A,B,A,A,A,B,A,A,B,A,B,A,A,A,B,B,A,A,B,B,B
1243747231,B,B,A,F,C,A,J,I,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1239706073,D,B,A,C,B,D,A,J,B,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,B,B,A,A,B
1237489889,B,A,C,E,A,A,K,H,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1236802951,C,A,A,E,B,D,K,G,B,B,A,A,A,B,A,B,A,A,B,A,A,B,A,B,A,B,B,B,B,B,A,B,A,A,A,A,A,B,B
1236750881,A,A,A,B,B,E,B,F,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B
1236890765,A,A,A,B,A,D,A,G,B,B,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,B,A,A,A,A,A,B,A,B,B,B,B,B
1239318479,B,B,A,B,C,B,B,D,A,B,A,A,A,A,B,A,A,B,A,B,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B
1238245401,B,A,C,E,D,C,B,K,A,A,A,A,B,A,B,A,B,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B
1237468993,C,A,A,E,A,C,K,K,C,B,A,A,A,B,A,B,A,A,A,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,B,B,B,B,B
